Registration Year,Insurance,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Top Speed,Volume
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,260000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,21.21,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,390000.0,16.46,80.0,250,16556244138.0
2016.0,Third Party,5.0,81000,1,1498,Manual,FWD,27.3,Standard,98.6,3600.0,200.0,1750.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2530.0,Unknown,445000.0,27.3,40.0,172,10344444880.0
2017.0,Comprehensive,5.0,87000,2,1248,Manual,FWD,24.3,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,198.0,2500.0,1680.0,295000.0,24.3,48.0,172,11727722000.0
2016.0,Third Party,5.0,81000,1,1498,Manual,FWD,27.3,Standard,98.6,3600.0,200.0,1750.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2530.0,Unknown,182000.0,27.3,40.0,172,10344444880.0
2017.0,Comprehensive,5.0,87000,2,1248,Manual,FWD,24.3,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,198.0,2500.0,1680.0,295000.0,24.3,48.0,172,11727722000.0
2024.0,Unknown,4.0,2200,1,2184,Automatic,4WD,9.0,Standard,130.07,3750.0,300.0,2800.0,4.0,Direct Injection,Yes,Automatic,6.0,BS VI 2.0,Double Wishbone,Multi-Link,Hydraulic,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,2290000.0,27.39,57.0,Unknown,13373978800.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,260000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,21.21,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,390000.0,16.46,80.0,250,16556244138.0
2007.0,Third Party,8.0,115000,1,2494,Manual,FWD,12.8,In-Line,74.0,3600.0,190.0,3400.0,4.0,CRDi,Yes,Manual,5.0,BS IV,Double Wishbone,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,176.0,2.0,2300.0,300000.0,12.8,55.0,151,4.0
2022.0,Unknown,5.0,36000,1,1493,Automatic,FWD,18.0,Standard,113.43,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,2610.0,Unknown,666000.0,18.0,50.0,Unknown,12776715000.0
2017.0,Unknown,5.0,96800,1,1995,Automatic,2WD,16.38,V-Type,183.0,4000.0,400.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,195.0,2670.0,Unknown,1150000.0,16.38,62.0,Unknown,13742725000.0
2020.0,Unknown,5.0,53000,1,1493,Manual,FWD,20.8,Standard,113.43,4000.0,250.0,2750.0,4.0,CRDi,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Solid Disc,165.0,2610.0,Unknown,,20.8,50.0,Unknown,12776715000.0
2024.0,Unknown,5.0,18000,1,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2610.0,Unknown,229000.0,19.1,50.0,Unknown,12924765000.0
2022.0,Comprehensive,7.0,40930,1,2925,Automatic,AWD,22.0,Standard,325.86,4200.0,700.0,3200.0,4.0,MPFi,No,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,170.0,3135.0,3250.0,1324000.0,27.39,37.0,238,20475022677.0
2022.0,Comprehensive,5.0,41000,1,1956,Automatic,FWD,17.1,Standard,168.0,3800.0,350.0,2500.0,4.0,Other,Yes,Automatic,9.0,BS VI 2.0,MacPherson Strut,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2636.0,Unknown,190000.0,17.1,60.0,Unknown,13133595600.0
2019.0,Comprehensive,5.0,50000,1,2993,Automatic,4WD,17.01,V-Type,255.0,4000.0,600.0,2250.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Ventilated Disc,Ventilated Disc,295.0,2923.0,Unknown,850000.0,12.65,80.0,210,19528978140.0
2022.0,Comprehensive,7.0,40930,1,2925,Automatic,AWD,19.71,Standard,325.86,4200.0,700.0,3200.0,4.0,MPFi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,226.0,3135.0,3250.0,2050000.0,27.39,37.0,238,20475022677.0
2022.0,Comprehensive,5.0,41000,1,1956,Automatic,FWD,17.1,Standard,168.0,3800.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,9.0,BS VI 2.0,MacPherson Strut,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2636.0,Unknown,190000.0,17.1,60.0,Unknown,13133595600.0
2019.0,Comprehensive,5.0,50000,1,2993,Automatic,4WD,23.84,V-Type,255.0,4000.0,600.0,2250.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Ventilated Disc,Ventilated Disc,295.0,2923.0,Unknown,850000.0,12.65,80.0,210,19528978140.0
2018.0,Comprehensive,5.0,38690,1,1047,Manual,FWD,27.28,V-Type,69.0,4000.0,140.0,3000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,2050000.0,27.28,35.0,150,9470431170.0
2023.0,Zero Dep,5.0,22000,1,2997,Automatic,AWD,20.0,Turbocharged,345.98,4000.0,700.0,3000.0,4.0,MPFi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Fixed,Solid Disc,Drum,165.0,3095.0,3220.0,,27.39,86.0,234,19884799480.0
2017.0,Zero Dep,5.0,46000,1,2143,Automatic,RWD,16.95,In-Line,167.62,4200.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS V,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2135.0,911000.0,19.27,66.0,233,13649568240.0
2024.0,Unknown,5.0,13000,1,2993,Automatic,4WD,17.0,Turbocharged,281.68,4000.0,650.0,2500.0,4.0,CRDi,Twin,Automatic,8.0,BS VI 2.0,Standard/Other,Standard/Other,Electric,Fixed,Solid Disc,Solid Disc,165.0,2975.0,Unknown,525000.0,12.0,80.0,243,17212135560.0
2015.0,Comprehensive,7.0,81541,1,1248,Manual,FWD,20.77,Standard Brand Engine,88.76,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,185.0,2740.0,1845.0,2300000.0,20.77,45.0,160,12181159875.0
2015.0,Comprehensive,7.0,81541,1,1248,Manual,FWD,20.77,Standard Brand Engine,88.76,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,185.0,2740.0,1845.0,2300000.0,20.77,45.0,160,12181159875.0
2016.0,Unknown,5.0,124812,2,1582,Automatic,FWD,17.01,V-Type,126.2,4000.0,259.9,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,190.0,2590.0,Unknown,344000.0,17.01,55.0,190,12388978000.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,20.0,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,775000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,265000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,100000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,16.95,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,530000.0,17.9,56.0,220,11781794320.0
2022.0,Zero Dep,5.0,32700,2,1995,Automatic,4WD,19.33,Turbocharged,187.74,4000.0,400.0,2500.0,4.0,Direct Injection,Twin,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2864.0,Unknown,1557000.0,16.55,60.0,213,14774338656.0
2017.0,Comprehensive,5.0,59059,2,1995,Automatic,RWD,17.01,Turbocharged,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,165.0,2920.0,Unknown,360000.0,21.76,60.0,226,13297954176.0
2017.0,Comprehensive,5.0,59059,2,1995,Automatic,RWD,17.01,Turbocharged,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,165.0,2920.0,Unknown,360000.0,21.76,60.0,226,13297954176.0
2023.0,Zero Dep,4.0,9000,1,2184,Automatic,4WD,9.0,Standard,130.0,3750.0,300.0,2800.0,4.0,MPFi,Yes,Automatic,6.0,BS VI,Double Wishbone,Multi-Link,Power,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,1741000.0,27.39,57.0,Unknown,13631170700.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,27.39,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,1050000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,265000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,100000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,27.39,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,530000.0,17.9,56.0,220,11781794320.0
2022.0,Unknown,5.0,9100,1,1993,Automatic,FWD,23.0,Standard,197.13,3600.0,440.0,2800.0,4.0,Other,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Fixed,Solid Disc,Drum,170.0,2865.0,Unknown,155000.0,23.0,37.0,245,13879671171.0
2021.0,Unknown,5.0,66000,1,1956,Automatic,4WD,14.9,Standard,167.67,3750.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,9.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2636.0,Unknown,1450000.0,14.9,60.0,160,13133595600.0
2017.0,Zero Dep,5.0,37000,1,2143,Automatic,RWD,17.8,In-Line,167.62,4200.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS V,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2135.0,1075000.0,19.27,66.0,233,13649568240.0
2021.0,Unknown,5.0,66000,1,1956,Automatic,4WD,14.9,Standard,167.67,3750.0,350.0,2500.0,4.0,MPFi,No,Automatic,9.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2636.0,Unknown,1060000.0,14.9,60.0,160,13133595600.0
2017.0,Zero Dep,5.0,37000,1,2143,Automatic,RWD,20.73,In-Line,167.62,4200.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS V,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2135.0,275000.0,19.27,66.0,233,13649568240.0
2022.0,Unknown,5.0,15000,1,1993,Automatic,FWD,20.37,Standard,261.49,4200.0,550.0,2200.0,4.0,Other,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Fixed,Solid Disc,Drum,165.0,2865.0,Unknown,335000.0,27.39,37.0,250,14090068374.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,260000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,16.11,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,390000.0,16.46,80.0,250,16556244138.0
2019.0,Comprehensive,5.0,90000,2,1950,Automatic,AWD,16.5,Standard,194.0,3800.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,176.0,2873.0,2500.0,1289000.0,27.39,66.0,215,14473151280.0
2017.0,Comprehensive,7.0,63000,1,2179,Automatic,FWD,20.92,Standard,153.86,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,Double Wishbone,Leaf Spring/Rigid Axle,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2850.0,Unknown,114999.0,17.6,60.0,Unknown,16238502000.0
2018.0,Comprehensive,5.0,52669,2,1248,Manual,FWD,33.0,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2600.0,Unknown,300000.0,27.39,37.0,Unknown,10225002750.0
2024.0,Comprehensive,6.0,33550,1,1493,Automatic,FWD,18.1,Standard,113.42,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2760.0,Unknown,,18.1,50.0,Unknown,13492125000.0
2018.0,Comprehensive,5.0,74000,1,1968,Automatic,AWD,25.2,Standard,188.0,4000.0,400.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS V,Multi-Link,Multi-Link,Power,Power Adjustable,Ventilated Disc,Solid Disc,200.0,2819.0,2440.0,819999.0,17.01,70.0,218,16554862380.0
2021.0,Comprehensive,7.0,21400,2,1493,Manual,RWD,17.29,Standard,100.0,3750.0,260.0,2250.0,4.0,MPFi,Yes,Manual,5.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,180.0,2680.0,2215.0,4450000.0,17.29,50.0,Unknown,13029752425.0
2021.0,Comprehensive,7.0,21400,2,1493,Manual,RWD,17.29,Standard,100.0,3750.0,260.0,2250.0,4.0,MPFi,Yes,Manual,5.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,180.0,2680.0,2215.0,4450000.0,17.29,50.0,Unknown,13029752425.0
2017.0,Comprehensive,5.0,60000,1,1995,Automatic,RWD,17.5,Turbocharged,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,165.0,2920.0,Unknown,565000.0,21.76,60.0,226,13297954176.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,260000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,19.81,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,390000.0,16.46,80.0,250,16556244138.0
2017.0,Comprehensive,5.0,37750,3,1968,Automatic,AWD,16.65,Standard,141.0,4000.0,340.0,2750.0,4.0,CRDi,Yes,Automatic,7.0,BS IV,MacPherson Strut,Standard/Other,Electric,Tilt Only,Solid Disc,Solid Disc,149.0,2677.0,2250.0,1250000.0,16.65,71.0,Unknown,13793588688.0
2018.0,Zero Dep,5.0,42000,1,1995,Automatic,FWD,20.68,Standard,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,179.0,2670.0,Unknown,720000.0,20.68,61.0,222,13030471428.0
2019.0,Comprehensive,7.0,34500,1,2179,Automatic,FWD,23.84,Standard,153.86,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,Double Wishbone,Leaf Spring/Rigid Axle,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2850.0,Unknown,775000.0,17.6,60.0,Unknown,16238502000.0
2018.0,Zero Dep,5.0,42000,1,1995,Automatic,FWD,20.68,Standard,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,179.0,2670.0,Unknown,1300000.0,20.68,61.0,222,13030471428.0
2019.0,Comprehensive,7.0,34500,1,2179,Automatic,FWD,23.84,Standard,153.86,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,Double Wishbone,Leaf Spring/Rigid Axle,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2850.0,Unknown,775000.0,17.6,60.0,Unknown,16238502000.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,13.47,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,975000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,265000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,100000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,15.37,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,530000.0,17.9,56.0,220,11781794320.0
2023.0,Zero Dep,7.0,14000,1,1996,Automatic,4WD,10.0,Turbocharged,212.55,4000.0,478.5,2400.0,4.0,CRDi,Twin,Automatic,8.0,BS VI 2.0,Multi-Link,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2950.0,Unknown,695000.0,27.39,75.0,Unknown,17925272370.0
2023.0,Zero Dep,7.0,14000,1,1996,Automatic,4WD,10.0,Turbocharged,212.55,4000.0,478.5,2400.0,4.0,Direct Injection,Twin,Automatic,8.0,BS VI 2.0,Multi-Link,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,2950.0,Unknown,1121000.0,27.39,75.0,Unknown,17925272370.0
2013.0,Comprehensive,7.0,92000,2,2987,Automatic,AWD,15.8,V-Type,261.0,3800.0,540.0,1600.0,4.0,MPFi,Yes,Automatic,7.0,BS V,Standard/Other,Standard/Other,Power,Fixed,Ventilated Disc,Drum,165.0,3215.0,2880.0,300000.0,11.8,80.0,230,16354394100.0
2025.0,Zero Dep,7.0,16100,1,2198,Automatic,FWD,16.57,Standard,182.0,3500.0,450.0,2800.0,4.0,MPFi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Multi-Link,Power,Tilt Only,Ventilated Disc,Solid Disc,160.0,2750.0,Unknown,349000.0,16.57,60.0,Unknown,15573080250.0
2022.0,Comprehensive,5.0,63500,1,1493,Automatic,FWD,18.0,Standard,113.43,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,2610.0,Unknown,809000.0,18.0,50.0,Unknown,12776715000.0
2022.0,Zero Dep,5.0,36928,1,1956,Automatic,FWD,14.6,Turbocharged,167.67,3750.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Drum,165.0,2741.0,Unknown,1650000.0,14.6,50.0,Unknown,14856892072.0
2022.0,Zero Dep,5.0,36928,1,1956,Automatic,FWD,14.6,Turbocharged,167.67,3750.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Drum,160.0,2741.0,Unknown,1650000.0,14.6,50.0,Unknown,14856892072.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,260000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,19.71,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,390000.0,16.46,80.0,250,16556244138.0
2015.0,Unknown,7.0,78000,2,1248,Manual,FWD,20.77,Standard Brand Engine,88.76,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,185.0,2740.0,1845.0,1250000.0,20.77,45.0,160,12181159875.0
2025.0,Comprehensive,7.0,12300,1,1956,Automatic,FWD,8.5,Standard,168.0,3750.0,350.0,2500.0,4.0,CRDi,Yes,Automatic,9.0,BS VI 2.0,Multi-Link,Leaf Spring/Rigid Axle,Electric,Fixed,Solid Disc,Solid Disc,160.0,2782.0,Unknown,625000.0,27.39,60.0,Unknown,15053739558.0
2020.0,Comprehensive,7.0,48000,2,1999,Automatic,AWD,27.39,Turbocharged,201.0,3750.0,430.0,1750.0,4.0,EFI,Yes,Automatic,9.0,BS VI 2.0,MacPherson Strut,Multi-Link,Power,Tilt and Telescopic,Solid Disc,Solid Disc,167.0,2741.0,Unknown,3590000.0,27.39,70.0,Unknown,16425830311.0
2016.0,Unknown,5.0,51500,2,1995,Automatic,RWD,16.8,Turbocharged,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,165.0,2920.0,Unknown,2595000.0,21.76,60.0,226,13297954176.0
2022.0,Comprehensive,5.0,46344,1,1493,Automatic,FWD,16.8,Standard,113.43,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2500.0,Unknown,434999.0,27.39,45.0,Unknown,11742024100.0
2016.0,Unknown,5.0,51500,2,1995,Automatic,RWD,18.6,Turbocharged,188.0,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,165.0,2920.0,Unknown,2595000.0,21.76,60.0,226,13297954176.0
2022.0,Comprehensive,5.0,46344,1,1493,Automatic,FWD,14.82,Standard,113.43,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2500.0,Unknown,434999.0,27.39,45.0,Unknown,11742024100.0
