Registration Year,Insurance,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Transmission Type,Gearbox,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Top Speed,Volume
2013.0,Third Party,CNG,5.0,44814,1,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,1741000.0,137,9146858500.0
2022.0,Third Party,CNG,7.0,45000,1,1462,Manual,FWD,26.08,Standard,91.19,6000.0,122.0,4400.0,4.0,Manual,5.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,170.0,2740.0,1795.0,290000.0,Unknown,12886799250.0
2022.0,Third Party,CNG,7.0,45000,1,1462,Manual,FWD,26.08,Standard,91.19,6000.0,122.0,4400.0,4.0,Manual,5.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2740.0,1795.0,1650000.0,Unknown,12886799250.0
2022.0,Comprehensive,CNG,5.0,15494,1,1199,Manual,FWD,26.49,Standard,84.82,6000.0,113.0,3300.0,4.0,Manual,5.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,1650000.0,Unknown,9691844175.0
2014.0,Comprehensive,CNG,7.0,75000,2,1373,Manual,FWD,22.8,Standard,80.9,6000.0,110.0,4000.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,185.0,2740.0,1820.0,4785000.0,164,12181159875.0
2022.0,Comprehensive,CNG,5.0,55927,1,1199,Manual,FWD,26.49,Standard,84.82,6000.0,113.0,3300.0,4.0,Manual,5.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,1245000.0,Unknown,9691844175.0
2022.0,Comprehensive,CNG,5.0,55927,1,1199,Manual,FWD,26.49,Standard,84.82,6000.0,113.0,3300.0,4.0,Manual,5.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,1195000.0,Unknown,9691844175.0
2018.0,Third Party,CNG,5.0,97067,1,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,2175000.0,137,9146858500.0
2013.0,Comprehensive,CNG,5.0,68000,1,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,1800000.0,137,9146858500.0
2013.0,Comprehensive,CNG,5.0,68000,1,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,1800000.0,137,9146858500.0
2022.0,Third Party,CNG,5.0,57985,1,1199,Manual,FWD,26.49,Standard,72.0,6000.0,95.0,3500.0,4.0,Manual,5.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,168.0,2400.0,Unknown,1195000.0,Unknown,9691844175.0
2016.0,Third Party,CNG,5.0,66594,2,998,Manual,FWD,31.79,Standard,58.2,6000.0,78.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2425.0,1350.0,300000.0,150,8985600000.0
2014.0,Comprehensive,CNG,5.0,75000,2,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,454000.0,137,9146858500.0
2014.0,Comprehensive,CNG,5.0,75000,2,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,454000.0,137,9146858500.0
2013.0,Comprehensive,CNG,5.0,28261,1,998,Manual,FWD,26.6,Standard,58.16,6200.0,77.0,3500.0,4.0,Manual,5.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,245000.0,137,9146858500.0
