Registration Year,Insurance,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Top Speed,Volume
2012.0,Unknown,7.0,150000,5,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,260000.0,145,9757125000.0
2011.0,Unknown,8.0,160000,2,796,Manual,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,165.0,1840.0,Unknown,200000.0,126,7792788000.0
2022.0,Unknown,5.0,30000,1,1196,Manual,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,MPFi,No,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,160.0,2350.0,Unknown,150000.0,Unknown,9892640625.0
2016.0,Unknown,5.0,150000,1,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1510.0,559000.0,145,9757125000.0
2008.0,Unknown,5.0,63750,2,1150,Manual,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,188.0,2480.0,1505.0,300000.0,155,9687002000.0
2023.0,Comprehensive,5.0,18563,1,999,Automatic,FWD,18.24,Turbocharged,98.63,5000.0,152.0,4400.0,4.0,MPFi,Yes,Automatic,6.0,18.24,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,205.0,2500.0,Unknown,,Unknown,11209721250.0
2025.0,Zero Dep,5.0,3500,1,999,Automatic,FWD,19.05,Standard,114.0,5500.0,178.0,4000.0,4.0,MPFi,Yes,Automatic,6.0,19.05,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Drum,189.0,2566.0,1660.0,814000.0,Unknown,11532274615.0
2021.0,Unknown,5.0,20000,1,998,Automatic,FWD,18.3,Standard,118.36,6000.0,172.0,4000.0,4.0,Direct Injection,Yes,Automatic,7.0,18.3,45.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2500.0,Unknown,1200000.0,Unknown,11742024100.0
2021.0,Zero Dep,5.0,25000,1,1998,Automatic,FWD,14.82,Turbocharged,257.47,6000.0,280.0,4600.0,4.0,MPFi,Twin,Automatic,7.0,14.82,51.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,165.0,2670.0,Unknown,800000.0,226,14638990360.0
2010.0,Comprehensive,5.0,42000,1,998,Manual,FWD,19.0,Standard,66.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,19.0,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Fixed,Ventilated Disc,Drum,170.0,2360.0,1320.0,2690000.0,Unknown,8344000000.0
2016.0,Comprehensive,5.0,11000,1,998,Manual,FWD,23.95,Standard,67.05,6000.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,23.95,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Tilt Only,Ventilated Disc,Drum,160.0,2360.0,1210.0,145000.0,145,7921745625.0
2022.0,Unknown,5.0,30000,1,1199,Automatic,FWD,19.33,Standard,86.83,6000.0,113.0,3300.0,4.0,MPFi,No,Automatic,5.0,19.33,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2501.0,Unknown,325000.0,Unknown,10664731350.0
2021.0,Zero Dep,5.0,29000,1,1997,Automatic,AWD,23.84,Standard,246.74,5500.0,430.0,2500.0,4.0,CRDi,Yes,Automatic,9.0,17.0,66.0,BS VI,Standard/Other,Standard/Other,Power,Fixed,Solid Disc,Solid Disc,212.0,2681.0,2450.0,4454000.0,221,15136335900.0
2023.0,Zero Dep,7.0,21600,1,1999,Automatic,FWD,13.0,Standard,197.0,5000.0,380.0,3000.0,4.0,MPFi,Yes,Automatic,6.0,13.0,60.0,BS VI 2.0,MacPherson Strut,Multi-Link,Power,Tilt Only,Ventilated Disc,Solid Disc,165.0,2750.0,Unknown,4490000.0,Unknown,15573080250.0
2014.0,Third Party,5.0,37574,1,814,Manual,FWD,21.1,Standard,55.2,5500.0,74.5,4000.0,3.0,MPFi,No,Manual,5.0,21.1,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2380.0,Unknown,2099000.0,135,8125875000.0
2023.0,Comprehensive,6.0,13000,1,1451,Automatic,FWD,12.34,Turbocharged,141.04,5000.0,250.0,3600.0,4.0,MPFi,Yes,Automatic,6.0,12.34,60.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,168.0,2750.0,Unknown,172000.0,195,15175890400.0
2018.0,Third Party,5.0,34300,1,1197,Automatic,FWD,21.4,V-Type,83.1,6000.0,115.0,4000.0,4.0,MPFi,No,Automatic,6.0,21.4,37.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1360.0,1275000.0,180,10526625250.0
2020.0,Comprehensive,5.0,40065,2,1451,Automatic,FWD,8.61,Turbocharged,141.0,5000.0,250.0,3600.0,4.0,Direct Injection,Yes,Automatic,6.0,17.0,60.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,192.0,2750.0,Unknown,5495000.0,Unknown,15033788000.0
2023.0,Comprehensive,5.0,29843,1,1197,Manual,FWD,20.36,Standard,82.0,6000.0,113.8,4000.0,4.0,MPFi,No,Manual,5.0,20.36,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,163.0,2500.0,Unknown,1118000.0,165,11434049550.0
2014.0,Unknown,5.0,160000,1,1198,Manual,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,EFI,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2405.0,Unknown,2615000.0,160,10088316000.0
2013.0,Unknown,5.0,60000,2,1197,Automatic,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,360000.0,Unknown,8863016250.0
2011.0,Third Party,5.0,66000,2,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,210000.0,Unknown,11088012000.0
2022.0,Unknown,5.0,60000,1,1199,Manual,FWD,19.33,Standard,86.83,6000.0,113.0,3300.0,4.0,MPFi,No,Manual,5.0,19.33,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2501.0,Unknown,260000.0,Unknown,10664731350.0
2019.0,Unknown,5.0,30000,1,1197,Manual,FWD,17.0,Standard,110.0,5000.0,200.0,3500.0,4.0,MPFi,Yes,Manual,6.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,390000.0,175,11836254165.0
2011.0,Unknown,5.0,100000,1,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,1250000.0,Unknown,11088012000.0
2023.0,Zero Dep,7.0,11000,1,1497,Manual,FWD,17.0,Standard,113.42,6300.0,144.0,4500.0,4.0,Direct Injection,No,Manual,6.0,17.0,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Solid Disc,165.0,2780.0,Unknown,300000.0,174,13957776000.0
2021.0,Comprehensive,7.0,44479,1,999,Automatic,FWD,18.2,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,No,Automatic,5.0,18.2,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,1145000.0,140,11400136230.0
2020.0,Comprehensive,7.0,42015,1,999,Manual,FWD,20.0,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,Yes,Manual,5.0,20.0,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,550000.0,140,11400136230.0
2019.0,Comprehensive,5.0,26300,2,1991,Automatic,2WD,25.17,Standard,183.0,5500.0,300.0,1400.0,4.0,Direct Injection,Yes,Automatic,7.0,13.7,50.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,183.0,2699.0,1940.0,500000.0,225,11923458624.0
2022.0,Comprehensive,5.0,36957,1,999,Automatic,FWD,17.4,Standard,98.63,5000.0,152.0,4400.0,4.0,Direct Injection,Yes,Automatic,6.0,17.4,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,205.0,2500.0,Unknown,1989999.0,Unknown,11037722544.0
2020.0,Comprehensive,5.0,34002,1,998,Manual,FWD,21.7,Standard,65.71,5500.0,89.0,3500.0,4.0,MPFi,Yes,Manual,5.0,21.7,27.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,157.0,2380.0,1170.0,792000.0,Unknown,8491259600.0
2019.0,Unknown,5.0,41000,2,1197,Automatic,FWD,21.21,V-Type,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Automatic,5.0,21.21,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,163.0,2450.0,1315.0,356000.0,Unknown,10193472000.0
2019.0,Unknown,5.0,70000,1,1462,Manual,FWD,21.56,V-Type,103.25,6000.0,138.0,4400.0,4.0,MPFi,No,Manual,5.0,21.56,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,170.0,2650.0,1520.0,549000.0,Unknown,11535034500.0
2023.0,Comprehensive,7.0,16402,1,999,Automatic,FWD,18.2,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,No,Automatic,5.0,18.2,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,650000.0,140,11400136230.0
2019.0,Comprehensive,5.0,38314,1,1197,Manual,FWD,20.52,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Manual,5.0,20.52,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2435.0,1340.0,713000.0,Unknown,9917842500.0
2018.0,Comprehensive,5.0,55422,1,1798,Automatic,FWD,14.67,Standard,177.46,6200.0,190.0,5000.0,4.0,Direct Injection,Yes,Automatic,7.0,14.67,66.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Solid Disc,164.0,2841.0,2030.0,,Unknown,13437320632.0
2017.0,Unknown,5.0,48100,1,1497,Automatic,FWD,18.0,V-Type,117.6,6600.0,145.0,4600.0,4.0,MPFi,No,Automatic,6.0,18.0,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Drum,165.0,2600.0,1475.0,1199000.0,195,11251071000.0
2022.0,Comprehensive,5.0,27000,1,1991,Automatic,RWD,15.37,In-Line,194.44,6100.0,320.0,4000.0,4.0,Direct Injection,No,Automatic,9.0,15.0,80.0,BS VI,Standard/Other,Multi-Link,Electric,Tilt Only,Ventilated Disc,Solid Disc,165.0,3079.0,Unknown,695000.0,240,15667413125.0
2023.0,Comprehensive,4.0,19000,1,1997,Automatic,4WD,8.0,Standard,150.0,5000.0,320.0,3000.0,4.0,MPFi,Yes,Automatic,6.0,17.0,57.0,BS VI,Double Wishbone,Multi-Link,Power,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,4775000.0,Unknown,13631170700.0
2014.0,Unknown,5.0,85000,1,1496,Manual,FWD,16.78,Standard,88.73,5600.0,132.0,3000.0,4.0,EFI,No,Manual,5.0,16.78,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,174.0,2550.0,Unknown,1325000.0,180,10916054250.0
2023.0,Comprehensive,5.0,17000,1,1482,Automatic,2WD,17.9,Standard,157.81,5500.0,253.0,3500.0,4.0,Direct Injection,Yes,Automatic,7.0,17.9,50.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2610.0,Unknown,285000.0,Unknown,12924765000.0
2012.0,Comprehensive,5.0,61000,1,1197,Manual,FWD,18.5,V-Type,82.85,6000.0,113.7,4000.0,4.0,MPFi,No,Manual,5.0,18.5,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2525.0,Unknown,1825000.0,Unknown,10281332250.0
2015.0,Comprehensive,5.0,19565,1,1198,Manual,FWD,16.47,In-Line,73.9,5400.0,110.0,3750.0,4.0,MPFi,No,Manual,5.0,16.47,45.0,BS IV,MacPherson Strut,Trailing Arm,Power,Tilt and Telescopic,Solid Disc,Drum,168.0,2456.0,Unknown,260000.0,162,9702465620.0
2019.0,Unknown,5.0,32000,1,1462,Manual,FWD,21.56,V-Type,103.25,6000.0,138.0,4400.0,4.0,MPFi,No,Manual,5.0,21.56,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,170.0,2650.0,1520.0,390000.0,Unknown,11535034500.0
2023.0,Unknown,7.0,60000,1,1197,Manual,RWD,19.71,Standard,79.65,6000.0,104.4,3000.0,4.0,MPFi,Yes,Manual,5.0,19.71,32.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,211.0,2350.0,Unknown,651000.0,146,9892640625.0
2019.0,Unknown,5.0,120000,1,1197,Automatic,FWD,21.5,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Automatic,5.0,21.5,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2435.0,1340.0,540000.0,Unknown,9917842500.0
2013.0,Third Party,7.0,152000,2,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,380000.0,145,9757125000.0
2012.0,Unknown,7.0,150000,5,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,260000.0,145,9757125000.0
2011.0,Unknown,8.0,160000,2,796,Manual,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,165.0,1840.0,Unknown,200000.0,126,7792788000.0
2022.0,Unknown,5.0,30000,1,1196,Manual,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,MPFi,No,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,165.0,2350.0,Unknown,150000.0,Unknown,9892640625.0
2016.0,Unknown,5.0,150000,1,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1510.0,559000.0,145,9757125000.0
2008.0,Unknown,5.0,63750,2,1150,Manual,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,188.0,2480.0,1505.0,300000.0,155,9687002000.0
2018.0,Comprehensive,5.0,38762,2,1498,Automatic,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,EFI,No,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,170.0,2600.0,1528.0,,Unknown,11928504076.0
2019.0,Unknown,5.0,26000,1,1591,Automatic,FWD,14.8,V-Type,121.3,6400.0,151.0,4850.0,4.0,MPFi,No,Automatic,6.0,14.8,55.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2590.0,Unknown,700000.0,Unknown,12654999000.0
2014.0,Comprehensive,5.0,66000,2,1198,Manual,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2405.0,Unknown,981000.0,160,10088316000.0
2015.0,Comprehensive,5.0,71000,2,1797,Manual,FWD,16.3,V-Type,147.4,6500.0,177.5,4700.0,4.0,MPFi,No,Manual,6.0,16.3,56.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,175.0,2700.0,1640.0,254999.0,191,11872087500.0
2010.0,Third Party,5.0,77245,3,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,399000.0,Unknown,8863016250.0
2015.0,Comprehensive,5.0,46000,1,1591,Automatic,FWD,17.1,V-Type,121.4,6300.0,154.9,4200.0,4.0,MPFi,No,Automatic,4.0,17.1,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2570.0,Unknown,325000.0,196,10970312500.0
2018.0,Unknown,5.0,60000,2,1999,Automatic,AWD,20.51,Standard,237.4,5500.0,340.0,1750.0,4.0,MPFi,Yes,Automatic,8.0,9.43,82.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,104.0,3157.0,2350.0,490000.0,241,16150191500.0
2020.0,Comprehensive,5.0,24348,1,1197,Manual,FWD,21.21,V-Type,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Manual,5.0,21.21,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,163.0,2450.0,1315.0,1495000.0,Unknown,10193472000.0
2013.0,Unknown,7.0,85000,1,1373,Manual,FWD,16.02,Standard,93.7,6000.0,130.0,4000.0,4.0,MPFi,No,Manual,5.0,16.02,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,185.0,2740.0,1760.0,599000.0,164,12181159875.0
2008.0,Comprehensive,5.0,86000,3,1197,Manual,FWD,20.36,Standard,78.9,6000.0,111.7,4000.0,4.0,MPFi,No,Manual,5.0,20.36,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,425000.0,Unknown,8863016250.0
2015.0,Comprehensive,5.0,55070,1,1198,Manual,FWD,17.8,V-Type,86.7,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,17.8,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2405.0,Unknown,138000.0,140,10088316000.0
2025.0,Zero Dep,7.0,4250,1,1482,Manual,FWD,19.0,Standard,157.57,5500.0,253.0,3500.0,4.0,Direct Injection,Yes,Manual,6.0,15.95,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Solid Disc,190.0,2780.0,Unknown,359000.0,Unknown,13988520000.0
2014.0,Comprehensive,5.0,125000,2,1798,Manual,FWD,14.28,Standard,138.03,6400.0,173.0,4000.0,4.0,EFI,No,Manual,6.0,14.28,55.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Solid Disc,175.0,2700.0,1650.0,2195000.0,200,12102552000.0
2014.0,Unknown,5.0,160000,1,1198,Manual,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2405.0,Unknown,421000.0,160,10088316000.0
2013.0,Unknown,5.0,60000,2,1197,Automatic,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,360000.0,Unknown,8863016250.0
2011.0,Third Party,5.0,66000,2,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,210000.0,Unknown,11088012000.0
2022.0,Unknown,5.0,60000,1,1199,Manual,FWD,19.33,Standard,86.83,6000.0,113.0,3300.0,4.0,MPFi,No,Manual,5.0,19.33,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2501.0,Unknown,260000.0,Unknown,10664731350.0
2019.0,Unknown,5.0,30000,1,1197,Manual,FWD,17.0,Standard,110.0,5000.0,200.0,3500.0,4.0,MPFi,Yes,Manual,6.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,390000.0,175,11836254165.0
2011.0,Unknown,5.0,100000,1,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,1250000.0,Unknown,11088012000.0
2011.0,Unknown,5.0,49471,2,1086,Manual,FWD,18.9,In-Line,62.0,5500.0,96.1,3000.0,3.0,MPFi,No,Manual,5.0,17.0,35.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Ventilated Disc,Drum,164.0,2380.0,Unknown,2245000.0,141,8644233750.0
2022.0,Comprehensive,5.0,64200,1,1353,Manual,FWD,16.5,Standard,138.08,6000.0,242.0,3200.0,4.0,Direct Injection,Yes,Manual,6.0,16.5,50.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2610.0,Unknown,135000.0,Unknown,12776715000.0
2019.0,Comprehensive,5.0,47000,1,1798,Automatic,FWD,14.28,Standard,138.03,6400.0,173.0,4000.0,4.0,EFI,No,Automatic,7.0,14.28,55.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Solid Disc,175.0,2700.0,1710.0,998000.0,200,12095737500.0
2014.0,Unknown,5.0,20612,1,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2380.0,Unknown,1125000.0,165,8863016250.0
2023.0,Third Party,4.0,25751,1,1997,Automatic,4WD,8.0,Standard,150.0,5000.0,320.0,3000.0,4.0,Direct Injection,Yes,Automatic,6.0,17.0,57.0,BS VI,Double Wishbone,Multi-Link,Power,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,250999.0,Unknown,13631170700.0
2019.0,Third Party,5.0,25825,2,1197,Automatic,FWD,21.4,V-Type,83.1,6000.0,115.0,4000.0,4.0,MPFi,No,Automatic,6.0,21.4,37.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1360.0,1251000.0,180,10526625250.0
2015.0,Unknown,5.0,103000,2,1198,Manual,FWD,19.4,V-Type,86.8,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,19.4,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Drum,165.0,2345.0,Unknown,518000.0,164,9097200000.0
2022.0,Comprehensive,5.0,50000,1,999,Automatic,FWD,19.03,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,No,Automatic,5.0,19.03,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,205.0,2500.0,Unknown,,Unknown,11209721250.0
2023.0,Comprehensive,5.0,25451,1,1498,Automatic,2WD,14.82,Standard,108.49,6000.0,144.0,4400.0,4.0,MPFi,No,Automatic,6.0,14.82,48.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Solid Disc,165.0,2585.0,Unknown,625000.0,164,12903506550.0
2019.0,Third Party,5.0,66500,1,1999,Automatic,FWD,14.62,Standard,150.19,6200.0,192.0,4000.0,4.0,MPFi,No,Automatic,6.0,14.62,50.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,167.0,2700.0,Unknown,1115000.0,Unknown,12182940000.0
2024.0,Comprehensive,5.0,34000,1,998,Automatic,FWD,18.4,Standard,118.0,6000.0,172.0,4000.0,4.0,Direct Injection,Yes,Automatic,7.0,18.4,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Solid Disc,170.0,2500.0,Unknown,849000.0,Unknown,11742024100.0
2025.0,Comprehensive,5.0,2536,1,998,Manual,FWD,18.2,Standard,118.0,6000.0,172.0,4000.0,4.0,CRDi,Yes,Manual,6.0,18.2,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,190.0,2550.0,Unknown,1190000.0,Unknown,12114438000.0
