Registration Year,Insurance,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Top Speed,Volume
2022.0,Comprehensive,5.0,14990,1,1462,Automatic,FWD,19.8,Standard,101.64,6000.0,136.8,4400.0,4.0,MPFi,Yes,Automatic,6.0,19.8,48.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,198.0,2500.0,Unknown,297000.0,159,12049519250.0
2014.0,Unknown,5.0,24021,2,998,Manual,FWD,20.3,Standard,68.05,6200.0,94.14,3500.0,4.0,MPFi,No,Manual,5.0,20.3,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2380.0,Unknown,668000.0,140,8226857500.0
2022.0,Comprehensive,7.0,10516,1,999,Manual,FWD,20.0,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,No,Manual,5.0,20.0,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,1134000.0,140,11400136230.0
2021.0,Comprehensive,5.0,20101,1,999,Automatic,FWD,22.3,Standard,67.06,5500.0,91.0,4250.0,4.0,EFI,No,Automatic,5.0,22.3,28.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Solid Disc,Drum,184.0,2500.0,Unknown,1150000.0,Unknown,8777961010.0
2022.0,Comprehensive,5.0,14990,1,1462,Automatic,FWD,19.8,Standard,101.64,6000.0,136.8,4400.0,4.0,MPFi,No,Automatic,6.0,19.8,48.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,198.0,2500.0,Unknown,265000.0,159,12049519250.0
2014.0,Unknown,5.0,24021,2,998,Manual,FWD,20.3,Standard,68.05,6200.0,94.14,3500.0,4.0,MPFi,No,Manual,5.0,20.3,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2380.0,Unknown,100000.0,140,8226857500.0
2020.0,Third Party,5.0,27532,1,1197,Manual,FWD,21.21,V-Type,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Manual,5.0,21.21,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,163.0,2450.0,1315.0,530000.0,Unknown,10500957375.0
2016.0,Third Party,5.0,47790,3,1198,Manual,FWD,19.4,V-Type,86.8,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,19.4,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Drum,165.0,2345.0,Unknown,110000.0,164,9097200000.0
2019.0,Unknown,5.0,25027,1,998,Manual,FWD,21.79,Standard,67.05,5500.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,21.79,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,184.0,2435.0,1340.0,1250000.0,Unknown,9917842500.0
2014.0,Unknown,5.0,160000,1,1198,Manual,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,EFI,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2405.0,Unknown,155000.0,160,10088316000.0
2013.0,Unknown,5.0,60000,2,1197,Automatic,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,286000.0,Unknown,8863016250.0
2011.0,Third Party,5.0,66000,2,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,307000.0,Unknown,11088012000.0
2019.0,Unknown,5.0,30000,1,1197,Manual,FWD,17.0,Standard,110.0,5000.0,200.0,3500.0,4.0,MPFi,Yes,Manual,6.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,419000.0,175,11836254165.0
2011.0,Unknown,5.0,100000,1,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,497000.0,Unknown,11088012000.0
2015.0,Unknown,5.0,55839,1,1197,Manual,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,CRDi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,160.0,2450.0,1335.0,633000.0,155,10500957375.0
2019.0,Unknown,5.0,48955,2,1451,Automatic,FWD,13.96,In-Line,141.0,5000.0,250.0,3600.0,4.0,CRDi,Yes,Automatic,6.0,13.96,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,183.0,2750.0,Unknown,429000.0,Unknown,15033788000.0
2013.0,Third Party,5.0,10830,1,998,Manual,FWD,18.9,Standard,67.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,18.9,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,434000.0,Unknown,9136692500.0
2014.0,Comprehensive,5.0,43326,2,1198,Automatic,FWD,16.5,V-Type,86.8,6000.0,109.0,4500.0,4.0,MPFi,No,Automatic,5.0,16.5,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2345.0,Unknown,1119000.0,185,9097200000.0
2016.0,Comprehensive,5.0,54430,1,1199,Manual,FWD,18.65,Standard Brand Engine,89.0,6000.0,110.0,4800.0,4.0,MPFi,Yes,Manual,5.0,18.65,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Ventilated Disc,Drum,172.0,2470.0,1360.0,144000.0,Unknown,10385002500.0
2017.0,Third Party,5.0,21420,1,998,Automatic,FWD,20.51,Standard,67.0,6000.0,90.0,3500.0,4.0,MPFi,No,Automatic,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,165.0,2400.0,1350.0,429000.0,152,9146858500.0
2018.0,Third Party,5.0,69761,3,1197,Automatic,FWD,17.21,Standard,103.5,5000.0,175.0,4100.0,4.0,Direct Injection,Yes,Automatic,7.0,17.21,45.0,BS IV,MacPherson Strut,Trailing Arm,Power,Tilt and Telescopic,Solid Disc,Drum,165.0,2469.0,1580.0,434000.0,177,9811777118.0
2013.0,Third Party,5.0,66202,1,1197,Manual,FWD,18.5,V-Type,82.85,6000.0,113.7,4000.0,4.0,MPFi,No,Manual,5.0,18.5,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2525.0,Unknown,1119000.0,Unknown,10281332250.0
2017.0,Comprehensive,5.0,72754,1,998,Manual,FWD,20.51,Standard,67.04,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,165.0,2400.0,1350.0,144000.0,152,9146858500.0
2020.0,Third Party,5.0,35808,1,998,Automatic,FWD,21.7,Standard,67.05,5500.0,90.0,3500.0,4.0,MPFi,Yes,Automatic,,21.7,27.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,160.0,2380.0,1170.0,605000.0,Unknown,8475003200.0
2017.0,Third Party,5.0,21420,1,998,Automatic,FWD,20.51,Standard,67.0,6000.0,90.0,3500.0,4.0,CRDi,No,Automatic,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,165.0,2400.0,1350.0,455999.0,152,9146858500.0
2018.0,Third Party,5.0,69761,3,1197,Automatic,FWD,17.21,Standard,103.5,5000.0,175.0,4100.0,4.0,Direct Injection,Yes,Automatic,7.0,17.21,45.0,BS IV,MacPherson Strut,Trailing Arm,Power,Tilt and Telescopic,Solid Disc,Drum,165.0,2469.0,1580.0,200999.0,177,9811777118.0
2013.0,Third Party,5.0,66202,1,1197,Manual,FWD,18.5,V-Type,82.85,6000.0,113.7,4000.0,4.0,MPFi,No,Manual,5.0,18.5,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2525.0,Unknown,353000.0,Unknown,10281332250.0
2017.0,Comprehensive,5.0,72754,1,998,Manual,FWD,20.51,Standard,67.04,6200.0,90.0,3500.0,4.0,CRDi,No,Manual,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,165.0,2400.0,1350.0,360000.0,152,9146858500.0
2020.0,Third Party,5.0,35808,1,998,Automatic,FWD,21.7,Standard,67.05,5500.0,90.0,3500.0,4.0,CRDi,No,Automatic,,21.7,27.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,160.0,2380.0,1170.0,210000.0,Unknown,8475003200.0
2022.0,Third Party,5.0,21156,1,1199,Manual,FWD,20.09,Standard,84.82,6000.0,113.0,3300.0,4.0,MPFi,No,Manual,5.0,20.09,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,390000.0,Unknown,9691844175.0
2019.0,Comprehensive,5.0,34189,1,1353,Manual,FWD,16.5,Standard,138.08,6000.0,242.0,3200.0,4.0,Direct Injection,Yes,Manual,6.0,16.5,50.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,185.0,2610.0,Unknown,819999.0,Unknown,12776715000.0
2023.0,Unknown,7.0,60000,1,1197,Manual,RWD,19.71,Standard,79.65,6000.0,104.4,3000.0,4.0,Direct Injection,No,Manual,5.0,19.71,32.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2350.0,Unknown,1250000.0,146,9892640625.0
2019.0,Unknown,5.0,120000,1,1197,Automatic,FWD,21.5,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Automatic,5.0,21.5,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2435.0,1340.0,300000.0,Unknown,9917842500.0
2013.0,Third Party,7.0,152000,2,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,321000.0,145,9757125000.0
2012.0,Unknown,7.0,150000,5,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,919999.0,145,9757125000.0
2011.0,Unknown,8.0,160000,2,796,Manual,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,165.0,1840.0,Unknown,819999.0,126,7792788000.0
2022.0,Unknown,5.0,30000,1,1196,Manual,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,MPFi,Yes,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,165.0,2350.0,Unknown,303000.0,Unknown,9892640625.0
2016.0,Unknown,5.0,150000,1,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1510.0,392000.0,145,9757125000.0
2008.0,Unknown,5.0,63750,2,1150,Manual,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,188.0,2480.0,1505.0,966000.0,155,9687002000.0
2022.0,Comprehensive,7.0,54968,1,999,Manual,FWD,20.0,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,Yes,Manual,5.0,20.0,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,301000.0,140,11400136230.0
2021.0,Comprehensive,5.0,36072,1,1199,Manual,FWD,23.84,V-Type,84.0,6000.0,114.0,3500.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,450000.0,150,9470431170.0
2022.0,Comprehensive,5.0,22327,1,1199,Automatic,FWD,18.3,V-Type,88.76,6000.0,110.0,4800.0,4.0,MPFi,No,Automatic,6.0,18.3,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2470.0,Unknown,222000.0,Unknown,10164059025.0
2019.0,Comprehensive,5.0,48898,2,1498,Automatic,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,CRDi,No,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,170.0,2600.0,1528.0,247000.0,Unknown,11928504076.0
2023.0,Comprehensive,5.0,13242,1,1197,Manual,FWD,18.6,V-Type,81.83,6000.0,114.7,4000.0,4.0,MPFi,No,Manual,5.0,18.6,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2570.0,Unknown,331000.0,170,10399534950.0
2018.0,Unknown,5.0,32575,1,1199,Manual,FWD,17.5,V-Type,88.7,6000.0,110.0,4800.0,4.0,MPFi,No,Manual,5.0,17.5,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,188.0,2555.0,Unknown,222000.0,164,11101759866.0
2014.0,Third Party,5.0,56737,1,1197,Manual,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,MPFi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,120.0,2450.0,1335.0,247000.0,155,10500957375.0
2013.0,Third Party,5.0,31062,1,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2380.0,Unknown,331000.0,165,8863016250.0
2018.0,Third Party,5.0,39340,1,1199,Automatic,FWD,19.0,V-Type,88.76,6000.0,110.0,4800.0,4.0,MPFi,No,Automatic,6.0,19.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2470.0,Unknown,819999.0,140,10164059025.0
2021.0,Comprehensive,5.0,36072,1,1199,Manual,FWD,23.84,V-Type,84.0,6000.0,114.0,3500.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,561000.0,150,9470431170.0
2022.0,Comprehensive,5.0,22327,1,1199,Automatic,FWD,18.3,V-Type,88.76,6000.0,110.0,4800.0,4.0,MPFi,No,Automatic,6.0,18.3,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,200.0,2470.0,Unknown,469000.0,Unknown,10164059025.0
2019.0,Comprehensive,5.0,48898,2,1498,Automatic,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,MPFi,No,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,160.0,2600.0,1528.0,1202000.0,Unknown,11928504076.0
2023.0,Comprehensive,5.0,13242,1,1197,Manual,FWD,18.6,V-Type,81.83,6000.0,114.7,4000.0,4.0,MPFi,No,Manual,5.0,18.6,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2570.0,Unknown,540000.0,170,10399534950.0
2018.0,Unknown,5.0,32575,1,1199,Manual,FWD,17.5,V-Type,88.7,6000.0,110.0,4800.0,4.0,MPFi,No,Manual,5.0,17.5,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,188.0,2555.0,Unknown,200000.0,164,11101759866.0
2014.0,Third Party,5.0,56737,1,1197,Manual,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,MPFi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,160.0,2450.0,1335.0,150000.0,155,10500957375.0
2013.0,Third Party,5.0,31062,1,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2380.0,Unknown,559000.0,165,8863016250.0
2023.0,Unknown,7.0,60000,1,1197,Manual,RWD,19.71,Standard,79.65,6000.0,104.4,3000.0,4.0,CRDi,Yes,Manual,5.0,19.71,32.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2350.0,Unknown,300000.0,146,9892640625.0
2019.0,Unknown,5.0,120000,1,1197,Automatic,FWD,21.5,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,Yes,Automatic,5.0,21.5,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2435.0,1340.0,,Unknown,9917842500.0
2013.0,Third Party,7.0,152000,2,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,555000.0,145,9757125000.0
2012.0,Unknown,7.0,150000,5,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,450000.0,145,9757125000.0
2011.0,Unknown,8.0,160000,2,796,Manual,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,165.0,1840.0,Unknown,775000.0,126,7792788000.0
2022.0,Unknown,5.0,30000,1,1196,Manual,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,MPFi,No,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,165.0,2350.0,Unknown,717000.0,Unknown,9892640625.0
2016.0,Unknown,5.0,150000,1,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1510.0,819999.0,145,9757125000.0
2008.0,Unknown,5.0,63750,2,1150,Manual,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,188.0,2480.0,1505.0,245000.0,155,9687002000.0
2018.0,Third Party,5.0,39340,1,1199,Automatic,FWD,19.0,V-Type,88.76,6000.0,110.0,4800.0,4.0,MPFi,No,Automatic,6.0,19.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2470.0,Unknown,462000.0,140,10164059025.0
2013.0,Third Party,5.0,53669,2,814,Manual,FWD,21.1,Standard,55.2,5500.0,74.5,4000.0,3.0,MPFi,No,Manual,5.0,21.1,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2380.0,Unknown,430999.0,135,8125875000.0
2017.0,Comprehensive,5.0,54521,3,1197,Automatic,FWD,18.9,V-Type,81.86,6000.0,113.75,4000.0,4.0,MPFi,No,Automatic,4.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2425.0,Unknown,165000.0,165,9499848000.0
2016.0,Third Party,5.0,39221,1,1591,Manual,FWD,17.01,V-Type,121.3,6300.0,154.9,4200.0,4.0,MPFi,No,Manual,5.0,17.01,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2570.0,Unknown,450000.0,196,10970312500.0
2018.0,Unknown,5.0,44901,1,1462,Manual,FWD,21.56,V-Type,103.25,6000.0,138.0,4400.0,4.0,MPFi,No,Manual,5.0,21.56,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,170.0,2650.0,1520.0,775000.0,Unknown,11535034500.0
2016.0,Third Party,5.0,79584,2,998,Manual,FWD,20.51,Standard,67.04,6200.0,90.0,3500.0,4.0,Direct Injection,No,Manual,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,165.0,2400.0,1350.0,717000.0,152,9146858500.0
2017.0,Comprehensive,5.0,65834,2,1999,Automatic,RWD,22.41,Standard,197.13,6000.0,320.0,4500.0,4.0,MPFi,Yes,Automatic,8.0,13.6,68.0,BS IV,Double Wishbone,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,160.0,2835.0,2150.0,819999.0,230,14088669000.0
2016.0,Third Party,5.0,73026,1,1497,Manual,FWD,17.8,V-Type,117.3,6600.0,145.0,4600.0,4.0,MPFi,No,Manual,5.0,17.8,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2600.0,Unknown,245000.0,195,11251071000.0
2020.0,Comprehensive,5.0,17752,1,1199,Manual,FWD,23.84,V-Type,83.83,6000.0,114.0,3500.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,462000.0,150,9470431170.0
2021.0,Comprehensive,5.0,36072,1,1199,Manual,FWD,23.84,V-Type,84.0,6000.0,114.0,3500.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,430999.0,150,9470431170.0
2022.0,Comprehensive,5.0,22327,1,1199,Automatic,FWD,18.3,V-Type,88.76,6000.0,110.0,4800.0,4.0,MPFi,No,Automatic,6.0,18.3,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2470.0,Unknown,248000.0,Unknown,10164059025.0
2019.0,Comprehensive,5.0,48898,2,1498,Automatic,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,CRDi,Yes,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,170.0,2600.0,1528.0,165000.0,Unknown,11928504076.0
2023.0,Comprehensive,5.0,13242,1,1197,Manual,FWD,18.6,V-Type,81.83,6000.0,114.7,4000.0,4.0,MPFi,No,Manual,5.0,18.6,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2570.0,Unknown,540000.0,170,10399534950.0
2018.0,Unknown,5.0,32575,1,1199,Manual,FWD,17.5,V-Type,88.7,6000.0,110.0,4800.0,4.0,MPFi,No,Manual,5.0,17.5,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,188.0,2555.0,Unknown,200000.0,164,11101759866.0
2014.0,Third Party,5.0,56737,1,1197,Manual,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,MPFi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2450.0,1335.0,150000.0,155,10500957375.0
2013.0,Third Party,5.0,31062,1,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2380.0,Unknown,559000.0,165,8863016250.0
2017.0,Third Party,5.0,140000,1,1197,Manual,FWD,18.9,V-Type,82.0,6000.0,114.0,4000.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2425.0,Unknown,,165,9499848000.0
2007.0,Third Party,5.0,59500,3,998,Manual,FWD,18.9,Standard,67.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,18.9,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,474000.0,Unknown,9136692500.0
2011.0,Unknown,5.0,70000,3,998,Manual,FWD,20.92,Standard,67.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,20.92,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Ventilated Disc,Drum,160.0,2360.0,1185.0,361000.0,Unknown,7795670000.0
2011.0,Unknown,5.0,100000,2,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,379000.0,165,8863016250.0
2013.0,Third Party,5.0,53669,2,814,Manual,FWD,21.1,Standard,55.2,5500.0,74.5,4000.0,3.0,MPFi,No,Manual,5.0,21.1,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2380.0,Unknown,548000.0,135,8125875000.0
